timestamp,tag_id,pos_x,pos_y,pos_z,distance
1741971684,3,-1.2980017942194682,-1.219438008212528,0.11520250764852545,1.7846874604363658
1741971684,8,-0.12028486316400686,-2.5847275062577255,-0.3445630466510837,2.610365572679264
1741971684,3,-1.2970087098517855,-1.2168104960529595,0.1152789983791055,1.7821752506988005
1741971684,3,-1.2990914314473516,-1.2190905581768663,0.11646739347855026,1.7853248976137648
1741971684,3,-1.2979072063968566,-1.2189465218445241,0.11473012936901766,1.7842524322860784
1741971684,3,-1.2990385145669423,-1.21911003625816,0.11718663699838282,1.7853467592388463
1741971684,8,-0.12151927987589699,-2.606255763525751,-0.3477027672072775,2.6321537292902084
1741971684,3,-1.2985135444232487,-1.2180883107142826,0.11520794000273299,1.7841382870139513
1741971684,8,-0.12117956100180181,-2.5995299078445777,-0.34660496747352687,2.6253333562159975
1741971684,3,-1.298066622860283,-1.2177634152751688,0.11525179594863323,1.7835940315654595
1741971684,3,-1.3001786733360658,-1.2200327352817228,0.11490217637588604,1.7866580444765725
1741971684,8,-0.1199320730598014,-2.5970078666352023,-0.34639159685480847,2.6227505981097727
1741971684,3,-1.2990605828327,-1.2195990717545218,0.11483309237480455,1.7855438759096585
1741971684,8,-0.12026356048820606,-2.5930342472127905,-0.34552229261062606,2.6187164004318233
1741971684,3,-1.2976881521924273,-1.2175146163984953,0.11517730216257371,1.783143906816839
1741971684,8,-0.12157117600560027,-2.606899687607592,-0.34795761925846014,2.6328273845590333
1741971685,3,-1.2936159922567172,-1.2149647401910064,0.11583997294596773,1.77848265514788
1741971685,8,-0.11840685711516316,-2.5615107267814357,-0.34172472125595077,2.586915764447251
1741971685,3,-1.2960781584067265,-1.2177807244802967,0.11585105924444308,1.7821980679887373
1741971685,8,-0.11887266428242975,-2.5587144278711005,-0.34137598308732914,2.584122248566847
1741971685,3,-1.2989234216259578,-1.2179111964854417,0.11554149785662694,1.7843372930867187
1741971685,3,-1.2987919733702973,-1.2184749590486814,0.11502831633788102,1.7845933232754527
1741971685,3,-1.2969619753826775,-1.217978335513069,0.11577570261146536,1.7829710050034189
1741971685,3,-1.2976856612665892,-1.217128427867245,0.11477052967894391,1.782852197985655
1741971685,8,-0.12142089744975045,-2.6014752749469325,-0.3464942717743728,2.6272561582133886
1741971685,3,-1.2972699552819684,-1.2175783773309121,0.115233880294249,1.7828867852414876
1741971685,8,-0.12216466455599537,-2.6222627093663435,-0.35025488506748237,2.648370141561226
1741971685,3,-1.2992580547189796,-1.2192629380405926,0.1150824788912622,1.785474049595592
1741971685,8,-0.11965350406495648,-2.57023920998064,-0.34279585789992184,2.5957572224209007
1741971685,3,-1.2941937956333465,-1.2191124656852628,0.115342616239419,1.781706121605357
1741971685,8,-0.13829911050289084,-2.5808426832568387,-0.3429990245401099,2.6072061542044804
1741971686,3,-1.2990300924533154,-1.2184259885168705,0.1138655713821422,1.784658633727684
1741971686,8,-0.12035594161408229,-2.5801215806054745,-0.3444339323064298,2.6057911768044604
1741971686,3,-1.3000368741407462,-1.2194539634362034,0.11475197404790519,1.786150010109397
1741971686,8,-0.11975371360219846,-2.586462066388375,-0.3453031158808466,2.6121564299682665
1741971686,3,-1.2932064076899452,-1.2108421126543245,0.11577737656985035,1.7753663947458613
1741971686,8,-0.12406613607043529,-2.5768627891276443,-0.3440942498555402,2.6026938146646827
1741971686,3,-1.283097368126245,-1.218369028020592,0.11964824276356913,1.7734366767744343
1741971686,3,-1.3001618673110094,-1.2190473650540545,0.11454788181606596,1.7859503287279386
1741971686,3,-1.300591952367617,-1.2197186173559116,0.11359657745067228,1.7866608840226321
1741971686,8,-0.12039912842390678,-2.6141016920451685,-0.34812398405221234,2.639926876781066
1741971686,3,-1.2999757333624464,-1.2198168838811936,0.11474017555941075,1.7863525535067988
1741971686,8,-0.12093191412570443,-2.5914591495599337,-0.3458329681617527,2.6172285902380725
1741971686,3,-1.2969348755537662,-1.2178312569410903,0.11481932460667399,1.7827889721202315
1741971686,3,-1.3001195557709027,-1.2191783005357715,0.115012665731819,1.7860387736759693
1741971686,8,-0.12182442791636687,-2.597869337578324,-0.34617097907572075,2.623661684196542
1741971687,3,-1.3052004712471872,-1.225403811302777,0.11923603578635389,1.794263080802059
1741971687,8,-0.12163047658341883,-2.5835584480405624,-0.3486911362644984,2.609818717034786
1741971687,3,-1.3009427739042743,-1.2216756323021152,0.11856581346314622,1.7885752161026658
1741971687,8,-0.12164619034460301,-2.5961192062331477,-0.35051279482479375,2.622497273198558
1741971687,3,-1.3054737965867058,-1.2262809000227126,0.11937849579525175,1.7950704455796043
1741971687,8,-0.12257776221696548,-2.6160352497775263,-0.35295734393225603,2.642582945245881
1741971687,3,-1.3064816666575902,-1.2256571458986703,0.11924434329376317,1.7953687637954576
1741971687,8,-0.12183015229976468,-2.5827875273605025,-0.3484782624968417,2.60903643074051
1741971687,3,-1.2998018862530212,-1.2200695206076133,0.11831976613094015,1.786632067796804
1741971687,8,-0.12151939169266084,-2.5925456498418287,-0.3503978676504762,2.6189384442413197
1741971687,3,-1.2978340591322663,-1.2182749653225684,0.11831815856398378,1.7839748660845567
1741971687,8,-0.12466800165607043,-2.6732412841899444,-0.3614071056010092,2.7004399956513234
1741971687,3,-1.3005421939440098,-1.2208104944675702,0.11857561178754,1.7876936083517334
1741971687,8,-0.12211055678000807,-2.6021845097418828,-0.35128680770211834,2.6286265676362763
1741971687,3,-1.298801238389565,-1.2196558475170134,0.11861690963589452,1.7856413454208218
1741971687,8,-0.12196906775087397,-2.6075369096937333,-0.35205195722516003,2.634020836950465
1741971687,3,-1.3014160121206775,-1.2214386223243483,0.11808976665164193,1.7887261214891252
1741971687,3,-1.3006281998088118,-1.2211024249008282,0.11835309450259121,1.7879407991359593
1741971687,8,-0.12290382177874164,-2.627262133007024,-0.35469910983571207,2.6539448229868468
1741971688,3,-1.3002275683984263,-1.2215981066253874,0.11918639034482623,1.78804336059768
1741971688,8,-0.12235304249953706,-2.609555666403932,-0.3517820121261287,2.6360010673604193
1741971688,3,-1.2970193605220133,-1.2174160486391343,0.11823831415727988,1.7827903286667814
1741971688,8,-0.1211027632259673,-2.5831727729011935,-0.34864357349484104,2.609406023457878
1741971688,3,-1.305549995410382,-1.2259372493733642,0.11972532109326095,1.7949142270392933
1741971688,8,-0.12309918067441217,-2.6211148951506984,-0.35253769107641875,2.6475799375076594
1741971688,3,-1.3012895006085123,-1.2211277405548355,0.11815816983251325,1.788426312780227
1741971688,8,-0.12331894550711629,-2.6039993410248288,-0.3515724225339555,2.6305176864383792
1741971688,3,-1.2979578598497303,-1.2178973882032549,0.11861786417130009,1.7838270240801273
1741971688,8,-0.1228499971918887,-2.6081739628818035,-0.3523313546806202,2.63472976336392
1741971688,3,-1.3016538737443628,-1.2212850027155757,0.1179324392162022,1.7887839235388865
1741971688,8,-0.12167523363424602,-2.581686330966694,-0.3482432931356367,2.6079076987489747
1741971688,3,-1.3006652841774908,-1.2208993814629179,0.11787158390282915,1.787797301545343
1741971688,8,-0.12285737445966553,-2.6111454631487874,-0.3531210484664441,2.6377772914049546
1741971688,3,-1.3006652841774908,-1.2208993814629179,0.11787158390282915,1.787797301545343
1741971688,8,-0.12285737445966553,-2.6111454631487874,-0.3531210484664441,2.6377772914049546
1741971688,3,-1.297709494511475,-1.218932740348051,0.11848896657680656,1.78434486376319
1741971688,8,-0.12220428971489897,-2.6108259071003745,-0.3523299954197858,2.6373248247577927
1741971688,3,-1.3076523420385961,-1.2272245544589155,0.11887592765135958,1.797266324416301
1741971688,8,-0.12245094283594825,-2.588338593407556,-0.3498461370074464,2.614743434278677
1741971689,3,-1.3028901799903125,-1.2223590384063394,0.11835678640282025,1.79044485220195
1741971689,8,-0.12204867518641914,-2.593868719529057,-0.3500494768620689,2.62022622105754
1741971689,3,-1.303838629839767,-1.2236172780685166,0.11867023281477812,1.792014799047865
1741971689,8,-0.12191698537512094,-2.586690639790104,-0.34893563608577205,2.6129654217825533
1741971689,3,-1.3054726650125306,-1.2250836382464494,0.11836016165679358,1.794184474256061
1741971689,8,-0.12191836606527057,-2.5896582822523024,-0.3498796465634369,2.6160294099840176
