time(millisecond);datetime(utc);latitude;longitude;height_above_takeoff(feet);height_above_ground_at_drone_location(feet);ground_elevation_at_drone_location(feet);altitude_above_seaLevel(feet);height_sonar(feet);speed(mph);distance(feet);mileage(feet);satellites;gpslevel;voltage(v);max_altitude(feet);max_ascent(feet);max_speed(mph);max_distance(feet); xSpeed(mph); ySpeed(mph); zSpeed(mph); compass_heading(degrees); pitch(degrees); roll(degrees);isPhoto;isVideo;rc_elevator;rc_aileron;rc_throttle;rc_rudder;rc_elevator(percent);rc_aileron(percent);rc_throttle(percent);rc_rudder(percent);gimbal_heading(degrees);gimbal_pitch(degrees);gimbal_roll(degrees);battery_percent;voltageCell1;voltageCell2;voltageCell3;voltageCell4;voltageCell5;voltageCell6;current(A);battery_temperature(f);altitude(feet);ascent(feet);flycStateRaw;flycState;message
402520;21/03/2025 07:57;-13.025.676;1.194.049.483;0.82355973764;;;53.523.003.353.156;0;0.0894776;0.346046599;0.40303150896;27;0;165.789;53.800.408.217.676;110.096.460.216;0.3579104;0.346046599;0;0;0;180.5; 3.5;-2;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;97;;;;;;;0;32;53.523.003.353.156;0.82355973764;0;;
402720;21/03/2025 07:57;-13.025.675;1.194.049.484;0;;;52.699.443.615.516;0;0.0671082;0.3719816392;0.45462271796;27;0;165.789;53.800.408.217.676;110.096.460.216;0.3579104;0.3719816392;0;0;0;180.4; 3.5;-2;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;97;;;;;;;0;32;52.699.443.615.516;0;0;;
402920;21/03/2025 07:57;-13.025.674;1.194.049.485;0;;;52.699.443.615.516;0;0.1789552;0.402887152;0.50621392696;27;0;167.324;53.800.408.217.676;110.096.460.216;0.3579104;0.402887152;0;0;0;180.3; 3.5;-2;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;97;;;;;;;0;32;52.699.443.615.516;0;0;;
403120;21/03/2025 07:57;-13.025.674;1.194.049.485;0.55481957156;;;53.254.263.187.076;0;0.1565858;0.402887152;0.50621392696;27;0;167.324;53.800.408.217.676;110.096.460.216;0.3579104;0.402887152;0;0;0;180.2; 3.5; -2.1;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;97;;;;;;;0;32;53.254.263.187.076;0.55481957156;0;;
403330;21/03/2025 07:57;-13.025.673;1.194.049.486;0.55481957156;;;53.254.263.187.076;0;0.1342164;0.43770670692;0.55780513596;27;0;167.324;53.800.408.217.676;110.096.460.216;0.3579104;0.43770670692;0;0;0;180.1; 3.5; -2.1;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;97;;;;;;;0;32;53.254.263.187.076;0.55481957156;0;;
403530;21/03/2025 07:57;-13.025.673;1.194.049.486;0.90158795536;;;53.601.031.570.876;0;0.1789552;0.43770670692;0.55780513596;27;0;167.324;53.800.408.217.676;110.096.460.216;0.3579104;0.43770670692;0;0;0;180; 3.5; -2.1;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;97;;;;;;;0;32;53.601.031.570.876;0.90158795536;0;;
403720;21/03/2025 07:57;-13.025.673;1.194.049.487;136.970.804.908;;;54.069.151.664.596;0;0.1789552;0.47418308604;0.59428151508;27;0;167.324;54.069.151.664.596;136.970.804.908;0.3579104;0.47418308604;0;0;0;179.9; 3.4; -2.1;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;97;;;;;;;0;32;54.069.151.664.596;136.970.804.908;0;;
403920;21/03/2025 07:57;-13.025.672;1.194.049.487;-0.26873688524;;;52.430.706.730.276;0;0.111847;0.47558400472;0.63076445588;27;0;166.142;54.069.151.664.596;136.970.804.908;0.3579104;0.47558400472;0;0;0;179.8; 3.4; -2.1;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;97;;;;;;;0;32;52.430.706.730.276;-0.26873688524;0;;
404120;21/03/2025 07:57;-13.025.672;1.194.049.489;110.096.460.216;;;53.800.408.217.676;0;0.111847;0.54834647424;0.70371721412;27;0;166.142;54.069.151.664.596;136.970.804.908;0.3579104;0.54834647424;0;0;0;179.7; 3.5; -2.1;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;97;;;;;;;0;32;53.800.408.217.676;110.096.460.216;0;;
404330;21/03/2025 07:57;-13.025.671;1.194.049.489;-0.26873688524;;;52.430.706.730.276;0;0.1789552;0.55197836412;0.74020015492;27;0;166.142;54.069.151.664.596;136.970.804.908;0.3579104;0.55197836412;0;0;0;179.6; 3.5; -2.2;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;97;;;;;;;0;32;52.430.706.730.276;-0.26873688524;0;;"[commander] Takeoff detected	"
404530;21/03/2025 07:57;-1.302.567;119.404.949;136.970.804.908;;;54.069.151.664.596;0;0.111847;0.5937828274;0.79179136392;27;0;166.142;54.069.151.664.596;136.970.804.908;0.3579104;0.5937828274;0;0;0;179.5; 3.4; -2.1;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;97;;;;;;;0;32;54.069.151.664.596;136.970.804.908;0;;
404720;21/03/2025 07:57;-1.302.567;119.404.949;32.855.644.096;;;55.985.008.025.116;0;0.2013246;0.5937828274;0.79179136392;27;0;166.142;55.985.008.025.116;32.855.644.096;0.3579104;0.5937828274;0;0;0;179.4; 3.4; -2.1;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;97;;;;;;;0;32;55.985.008.025.116;32.855.644.096;0;;
404930;21/03/2025 07:57;-13.025.669;119.404.949;324.222.123.236;;;55.941.664.847.876;0;0.2013246;0.60157810324;0.82827758556;27;0;161.613;55.985.008.025.116;32.855.644.096;0.3579104;0.60157810324;0;0;0;179.3; 3.3; -1.8;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;92;;;;;;;0;32;55.941.664.847.876;324.222.123.236;0;;
405120;21/03/2025 07:57;-13.025.669;1.194.049.492;110.096.460.216;;;53.800.408.217.676;0;0.0447388;0.67258204252;0.90122706296;27;0;161.613;55.985.008.025.116;32.855.644.096;0.3579104;0.67258204252;0;0;0;179.2; 3.3; -1.7;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;92;;;;;;;0;32;53.800.408.217.676;110.096.460.216;0;;
405330;21/03/2025 07:57;-13.025.669;1.194.049.492;-273.074.483.804;;;49.968.698.777.476;0;0.0671082;0.67258204252;0.90122706296;27;0;161.613;55.985.008.025.116;32.855.644.096;0.3579104;0.67258204252;0;0;0;178.9; 3.1; -1.2;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;92;;;;;;;0;32;49.968.698.777.476;-273.074.483.804;0;;
405530;21/03/2025 07:57;-13.025.668;1.194.049.491;49.326.773.232;;;57.632.120.938.716;0;0.223694;0.64636156924;0.95281827196;27;0;161.613;57.632.120.938.716;49.326.773.232;0.3579104;0.67258204252;0;0;0;178.9; 2.6; -0.4;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;92;;;;;;;0;32;57.632.120.938.716;49.326.773.232;0;;
405720;21/03/2025 07:57;-13.025.668;1.194.049.492;0.27740486452;;;52.976.848.480.036;0;0.1342164;0.681430468;0.98929465108;27;0;161.613;57.632.120.938.716;49.326.773.232;0.3579104;0.681430468;0;0;0;178.7; 2.1; 0.9;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;92;;;;;;;0;32;52.976.848.480.036;0.27740486452;0;;
405930;21/03/2025 07:57;-13.025.668;119.404.949;192.452.105.896;;;54.623.964.674.476;0;0.4026492;0.61145671248;106.224.412.848;27;0;158.563;57.632.120.938.716;49.326.773.232;0.4026492;0.681430468;0;0;0;178.1; 0.2; 2.9;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;85;;;;;;;0;32;54.623.964.674.476;192.452.105.896;0;;
406130;21/03/2025 07:57;-1.302.567;119.404.949;164.711.619.444;;;54.346.559.809.956;0;0.111847;0.5937828274;113.521.329.092;27;0;158.563;57.632.120.938.716;49.326.773.232;0.4026492;0.681430468;0;0;0;177.4; -1.8; 4.3;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;85;;;;;;;0;32;54.346.559.809.956;164.711.619.444;0;;
406330;21/03/2025 07:57;-13.025.671;1.194.049.489;90.417.981.896;;;61.741.241.805.116;0;0.2460634;0.55197836412;118.680.449.992;27;0;158.563;61.741.241.805.116;90.417.981.896;0.4026492;0.681430468;0;0;0;178.1; -2.6; 2.8;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;85;;;;;;;0;32;61.741.241.805.116;90.417.981.896;0;;
406530;21/03/2025 07:57;-13.025.672;1.194.049.488;192.452.105.896;;;54.623.964.674.476;0;0.4026492;0.5119586778;123.839.570.892;27;0;158.563;61.741.241.805.116;90.417.981.896;0.4026492;0.681430468;0;0;0;179.3; -2.7; 1.1;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;85;;;;;;;0;32;54.623.964.674.476;192.452.105.896;0;;
406730;21/03/2025 07:57;-13.025.674;1.194.049.488;0.82355973764;;;53.523.003.353.156;0;0.1342164;0.5119586778;131.136.487.136;27;0;158.563;61.741.241.805.116;90.417.981.896;0.4026492;0.681430468;0;0;0;180.1; -1.3; -2.8;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;85;;;;;;;0;32;53.523.003.353.156;0.82355973764;0;;
406930;21/03/2025 07:57;-13.025.675;1.194.049.487;7.672.080.298;;;60.371.523.913.516;0;0.2684328;0.47976379488;136.295.608.036;27;0;159.465;61.741.241.805.116;90.417.981.896;0.4026492;0.681430468;0;0;0;180.5; 1.4; -2.6;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;78;;;;;;;0;32;60.371.523.913.516;7.672.080.298;0;;
407130;21/03/2025 07:57;-13.025.677;1.194.049.488;63.023.952.148;;;59.001.838.830.316;0;0.2684328;0.5311023792;14.445.374.478;27;0;159.465;61.741.241.805.116;90.417.981.896;0.4026492;0.681430468;0;0;0;181.9; 1.8; -2.5;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;78;;;;;;;0;32;59.001.838.830.316;63.023.952.148;0;;
407330;21/03/2025 07:57;-13.025.679;1.194.049.489;164.711.619.444;;;54.346.559.809.956;0;0.2908022;0.58930119996;15.261.155.344;27;0;159.465;61.741.241.805.116;90.417.981.896;0.4026492;0.681430468;0;0;0;183; 1.6; -1.9;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;78;;;;;;;0;32;54.346.559.809.956;164.711.619.444;0;;
407520;21/03/2025 07:57;-1.302.568;1.194.049.492;2.739.419.379;;;55.438.862.994.516;0;0.4697574;0.70448164984;164.146.330.712;27;0;159.465;61.741.241.805.116;90.417.981.896;0.4697574;0.70448164984;0;0;0;183.9; 1.1; -0.9;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;78;;;;;;;0;32;55.438.862.994.516;2.739.419.379;0;;
407720;21/03/2025 07:57;-13.025.679;1.194.049.494;164.711.619.444;;;54.346.559.809.956;0;0.0894776;0.761647006;172.302.827.036;27;0;159.465;61.741.241.805.116;90.417.981.896;0.4697574;0.761647006;0;0;0;183.8; 0.5; -0.6;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;78;;;;;;;0;32;54.346.559.809.956;164.711.619.444;0;;
407930;21/03/2025 07:57;-13.025.679;1.194.049.495;0.82355973764;;;53.523.003.353.156;0;0.2908022;0.7966535688;175.950.464.948;27;0;158.302;61.741.241.805.116;90.417.981.896;0.4697574;0.7966535688;0;0;0;182.7; -0.1; -1.6;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;75;;;;;;;0;32;53.523.003.353.156;0.82355973764;0;;
408130;21/03/2025 07:57;-13.025.679;1.194.049.497;46.552.823.012;;;57.354.725.916.716;0;0.3131716;0.8670275868;183.245.412.688;27;0;158.302;61.741.241.805.116;90.417.981.896;0.4697574;0.8670275868;0;0;0;181.9; 0.2;-1;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;75;;;;;;;0;32;57.354.725.916.716;46.552.823.012;0;;
408330;21/03/2025 07:57;-13.025.679;1.194.049.495;-0.81488191584;;;51.884.561.699.676;0;0.2908022;0.7966535688;190.540.688.512;27;0;158.302;61.741.241.805.116;90.417.981.896;0.4697574;0.8670275868;0;0;0;181.6; 0.5; -0.6;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;75;;;;;;;0;32;51.884.561.699.676;-0.81488191584;0;;
408520;21/03/2025 07:57;-1.302.568;1.194.049.495;82.182.417.328;;;60.917.685.348.316;0;0.3802798;0.80744097072;194.189.310.676;27;0;158.302;61.741.241.805.116;90.417.981.896;0.4697574;0.8670275868;0;0;0;181.3; 0.7; 0.9;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;75;;;;;;;0;32;60.917.685.348.316;82.182.417.328;0;;
408720;21/03/2025 07:57;-13.025.681;1.194.049.495;0.27740486452;;;52.976.848.480.036;0;0.223694;0.81971131232;197.837.604.756;27;0;158.302;61.741.241.805.116;90.417.981.896;0.4697574;0.8670275868;0;0;0;180.8; 0.9; 1.7;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;75;;;;;;;0;32;52.976.848.480.036;0.27740486452;0;;
408920;21/03/2025 07:57;-13.025.682;119.404.949;41.091.208.664;;;56.808.564.481.916;0;0.4697574;0.66964240988;216.436.686.716;27;0;161.223;61.741.241.805.116;90.417.981.896;0.4697574;0.8670275868;0;0;0;180.5; 1.2; 1.3;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;74;;;;;;;0;32;56.808.564.481.916;41.091.208.664;0;;
409130;21/03/2025 07:57;-13.025.682;1.194.049.485;-21.845.965.266;;;50.514.847.088.916;0;0.6934514;0.51846786436;234.674.548.192;27;0;161.223;61.741.241.805.116;90.417.981.896;0.6934514;0.8670275868;0;0;0;180.3; 1.5; 0.8;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;74;;;;;;;0;32;50.514.847.088.916;-21.845.965.266;0;;
409330;21/03/2025 07:57;-13.025.681;1.194.049.483;301.682.096.268;;;55.716.264.578.196;0;0.559235;0.43927494844;242.831.044.516;27;0;161.223;61.741.241.805.116;90.417.981.896;0.6934514;0.8670275868;0;0;0;180.3; 1.8; 0.8;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;74;;;;;;;0;32;55.716.264.578.196;301.682.096.268;0;;
409530;21/03/2025 07:57;-13.025.682;1.194.049.476;60.249.673.844;;;58.724.410.999.916;0;1.006.623;0.33637140184;268.623.368.176;27;0;161.223;61.741.241.805.116;90.417.981.896;1.006.623;0.8670275868;0;0;0;180.4; 1.5; 0.5;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;74;;;;;;;0;32;58.724.410.999.916;60.249.673.844;0;;
409720;21/03/2025 07:57;-13.025.681;1.194.049.468;-0.81488191584;;;51.884.561.699.676;0;0.894776;0.36481628464;298.030.849.432;27;0;161.223;61.741.241.805.116;90.417.981.896;1.006.623;0.8670275868;0;0;0;179.8; 1.6; -1.1;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;74;;;;;;;0;32;51.884.561.699.676;-0.81488191584;0;;
409920;21/03/2025 07:57;-13.025.681;1.194.049.464;136.970.804.908;;;54.069.151.664.596;0;0.8724066;0.46716208844;312.621.072.996;27;0;156.247;61.741.241.805.116;90.417.981.896;1.006.623;0.8670275868;0;0;0;178.9; 1.3; -1.7;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;73;;;;;;;0;32;54.069.151.664.596;136.970.804.908;0;;
410120;21/03/2025 07:57;-13.025.681;1.194.049.456;37.883.531.396;;;56.487.796.755.116;0;0.8724066;0.71851380252;34.180.119.204;27;0;156.247;61.741.241.805.116;90.417.981.896;1.006.623;0.8670275868;0;0;0;178.4; 1.2; -1.1;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;73;;;;;;;0;32;56.487.796.755.116;37.883.531.396;0;;
410330;21/03/2025 07:57;-1.302.568;119.404.945;44.298.885.932;;;57.129.332.208.716;0;11.408.394;0.91190619716;36.398.951.296;27;0;156.247;61.741.241.805.116;90.417.981.896;11.408.394;0.91190619716;-0.223694;0;0;178.4; 1.4; -1.7;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;73;;;;;;;0;32;57.129.332.208.716;44.298.885.932;0;;
410530;21/03/2025 07:57;-1.302.568;1.194.049.441;3.840.387.262;;;56.539.830.877.516;0;0.894776;123.048.888.452;396.817.598;27;0;156.247;61.741.241.805.116;90.417.981.896;11.408.394;123.048.888.452;0;0;0;178.3; 1.3; -1.4;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;73;;;;;;;0;32;56.539.830.877.516;3.840.387.262;0;;
410720;21/03/2025 07:57;-13.025.679;1.194.049.432;247.067.593.208;;;55.170.119.547.596;0;0.9395148;154.753.285.792;42.984.581.428;27;0;156.247;61.741.241.805.116;90.417.981.896;11.408.394;154.753.285.792;0;0;0;177.8; 1.2; -0.7;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;73;;;;;;;0;32;55.170.119.547.596;247.067.593.208;0;;
410920;21/03/2025 07:57;-13.025.677;1.194.049.429;46.552.823.012;;;57.354.725.916.716;0;0.7381902;164.787.406.848;44.299.870.184;27;0;156.107;61.741.241.805.116;90.417.981.896;11.408.394;164.787.406.848;0;0;0;177.4; 0.8; -0.8;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;72;;;;;;;0;32;57.354.725.916.716;46.552.823.012;0;;
411120;21/03/2025 07:57;-13.025.674;1.194.049.419;575.623.378;;;58.455.677.395.516;0;0.9842536;200.648.628.468;48.108.269.256;27;0;156.107;61.741.241.805.116;90.417.981.896;11.408.394;200.648.628.468;0;0;0;177.3; 0.3; -2.3;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;72;;;;;;;0;32;58.455.677.395.516;575.623.378;0;;
411330;21/03/2025 07:57;-13.025.672;1.194.049.416;68.485.238.412;;;59.547.967.456.716;0;0.7158208;2.115.895.737;49.423.558.012;27;0;156.107;61.741.241.805.116;90.417.981.896;11.408.394;2.115.895.737;0;0;0;177.2; -0.1; -4.6;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;72;;;;;;;0;32;59.547.967.456.716;68.485.238.412;0;;
411530;21/03/2025 07:57;-13.025.669;1.194.049.408;52.101.051.536;;;57.909.548.769.116;0;0.6039738;241.180.453.912;52.540.027.928;27;0;156.107;61.741.241.805.116;90.417.981.896;11.408.394;241.180.453.912;0;0;0;177.1; -0.8;-4;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;72;;;;;;;0;32;57.909.548.769.116;52.101.051.536;0;;
411720;21/03/2025 07:57;-13.025.669;1.194.049.405;575.623.378;;;58.455.677.395.516;0;0.6039738;252.103.682.608;53.634.188.068;27;0;156.107;61.741.241.805.116;90.417.981.896;11.408.394;252.103.682.608;0;0;0;177.2; -1.1; -2.7;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;72;;;;;;;0;32;58.455.677.395.516;575.623.378;0;;
411930;21/03/2025 07:57;-13.025.669;1.194.049.403;219.326.450.588;;;54.892.708.121.396;0;0.4250186;259.387.147.408;54.363.846.884;27;0;158.637;61.741.241.805.116;90.417.981.896;11.408.394;259.387.147.408;0;0;0;177.6; -0.8;-2;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;72;;;;;;;0;32;54.892.708.121.396;219.326.450.588;0;;
412120;21/03/2025 07:57;-13.025.671;11.940.494;575.623.378;;;58.455.677.395.516;0;0.4026492;270.017.397.092;5.567.913.564;27;0;158.637;61.741.241.805.116;90.417.981.896;11.408.394;270.017.397.092;0;0;0;178.3; -0.5; -1.7;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;72;;;;;;;0;32;58.455.677.395.516;575.623.378;0;;
412330;21/03/2025 07:57;-13.025.672;11.940.494;68.485.238.412;;;59.547.967.456.716;0;0.2684328;269.943.578.192;56.043.965.048;27;0;158.637;61.741.241.805.116;90.417.981.896;11.408.394;270.017.397.092;0;0;0;178.4;-1; -1.1;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;72;;;;;;;0;32;59.547.967.456.716;68.485.238.412;0;;
412530;21/03/2025 07:57;-13.025.676;1.194.049.399;3.840.387.262;;;56.539.830.877.516;0;0.6263432;273.785.113.748;57.548.230.188;27;0;158.637;61.741.241.805.116;90.417.981.896;11.408.394;273.785.113.748;0;0;0;178.9; -1.4; -0.6;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;72;;;;;;;0;32;56.539.830.877.516;3.840.387.262;0;;
412720;21/03/2025 07:57;-13.025.682;1.194.049.398;65.797.902.368;;;59.279.233.852.316;0;0.5144962;27.915.191.182;59.767.390.364;27;0;158.637;61.741.241.805.116;90.417.981.896;11.408.394;27.915.191.182;0;0;0;179.5; -0.7; -0.7;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;72;;;;;;;0;32;59.279.233.852.316;65.797.902.368;0;;
412930;21/03/2025 07:57;-13.025.685;1.194.049.397;53.401.248.428;;;58.039.568.458.316;0;0.7605596;284.253.289.936;60.921.261.792;27;0;158.851;61.741.241.805.116;90.417.981.896;11.408.394;284.253.289.936;0;0;0;180.7; 1.5; -1.9;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;71;;;;;;;0;32;58.039.568.458.316;53.401.248.428;0;;
413130;21/03/2025 07:57;-1.302.569;1.194.049.395;49.326.773.232;;;57.632.120.938.716;0;0.671082;294.756.243.028;62.885.828.784;26;0;158.851;61.741.241.805.116;90.417.981.896;11.408.394;294.756.243.028;0;0;0;181.2; 2.4; -1.9;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;71;;;;;;;0;32;57.632.120.938.716;49.326.773.232;0;;
413330;21/03/2025 07:57;-13.025.692;1.194.049.395;52.101.051.536;;;57.909.548.769.116;0;0.5368656;296.377.634.156;636.154.876;26;0;158.851;61.741.241.805.116;90.417.981.896;11.408.394;296.377.634.156;0;0;0;182.3; 1.8; -1.4;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;71;;;;;;;0;32;57.909.548.769.116;52.101.051.536;0;;
413530;21/03/2025 07:57;-13.025.695;1.194.049.395;52.101.051.536;;;57.909.548.769.116;0;0.4250186;299.126.978.076;64.709.975.824;27;0;158.851;61.741.241.805.116;90.417.981.896;11.408.394;299.126.978.076;0;0;0;184.7; 0.7; -1.4;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;71;;;;;;;0;32;57.909.548.769.116;52.101.051.536;0;;
413720;21/03/2025 07:57;-13.025.698;1.194.049.397;-136.971.132.992;;;51.329.732.285.596;0;0.3579104;295.301.190.552;66.025.592.664;27;0;158.851;61.741.241.805.116;90.417.981.896;11.408.394;299.126.978.076;0;0;0;186.8; 0.3; -1.3;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;71;;;;;;;0;32;51.329.732.285.596;-136.971.132.992;0;;
413930;21/03/2025 07:57;-13.025.699;1.194.049.396;101.340.882.508;;;62.833.531.866.316;0;0.2908022;29.990.650.566;66.541.340.712;27;0;15.833;62.833.531.866.316;101.340.882.508;11.408.394;29.990.650.566;0;0;0;189.8; -0.5; -0.9;0;0;1024;1024;1024;1024;0;0;0;0;0;0;0;71;;;;;;;0;32;62.833.531.866.316;101.340.882.508;0;;
